,favorite_count,full_text,hashtags,retweet_count,year,party_id
112250,12,"b'#ACA is still the law and despite this Administration\xe2\x80\x99s sabotage \xe2\x80\x93 participants in #OpenEnrollment has surged compared with the past. If you need to purchase insurance, or make changes to the health care plan you currently have visit https://t.co/cDDKzFYqU3 today and #GetCovered! https://t.co/gcSjJv15GY'",ACA OpenEnrollment GetCovered,11,2017.0,D
437599,241,"b'For too long, our federal cannabis policies have been rooted in the past! Proud to work with @RepJerryNadler on the MORE Act, which decriminalizes marijuana at the federal level, enacts restorative justice, and makes the cannabis industry more diverse and equitable. #WeWantMORE https://t.co/w3narSOOP8'",WeWantMORE,99,2019.0,D
271914,16,b'The passage of #VAWA is critical to our continued efforts to combat violence and abuse against women and I am proud to have voted for it. https://t.co/6rOl3lJiCq',VAWA,3,2019.0,D
321445,12,"b""BIG crowd on hand for tonight's Art Competition Ceremony! Always one of my favorite events of the year. #OH https://t.co/bfAsB4m7kl""",OH,3,2018.0,D
30205,4,b'July is #UVSafetyMonth. Here are some tips to protect yourself and your family against harmful UV rays. https://t.co/BUne9OoljF',UVSafetyMonth,3,2016.0,D
385664,0,b'Happy first day of Hanukkah to everyone who is celebrating! #Hanukkah2015',Hanukkah2015,3,2015.0,R
588379,143,"b'We all develop ""preexisting conditions"" at some point. No one should be denied or priced out of coverage b/c of it. Period. #GrahamCasiddy https://t.co/b1L0i5gwlN'",GrahamCasiddy,94,2017.0,D
86901,93,"b'Because of the 4 #Coronavirus response packages passed through Congress, #Texas has received\n\xe2\x9e\xa1\xef\xb8\x8f Over 3.2 million N95 masks\n\xe2\x9e\xa1\xef\xb8\x8f Over 30 million surgical masks\n\xe2\x9e\xa1\xef\xb8\x8f Over 15 million surgical gowns\nfor our #healthcare professionals https://t.co/Kp36tcOgl3'",Coronavirus Texas healthcare,30,2020.0,R
86879,20,"b'Today at the @ValleyCulturalF\xe2\x80\x99s #4thOfJuly Extravaganza in Warner Center Park, I was pleased to present an American flag flown over #CapitolHill to Marine Corporal Esgar Reynaga. https://t.co/vkLew1qHRh'",4thOfJuly CapitolHill,2,2019.0,D
437913,3,b'Congrats ! #gearupworks Everywhere ! https://t.co/BtgeOB17Cz',gearupworks,1,2016.0,D
486648,2,b'Improving lives through cures. #CuresIn4Words @HouseCommerce http://t.co/LHQlNsne47',CuresIn4Words,1,2015.0,R
517929,2,b'GOOD READ on how rural America can overcome the #opioid crisis. via @FarmBureau https://t.co/TAc2ynWgdR',opioid,2,2017.0,R
427576,27,"b'ATTENTION White House Staff: This week\xe2\x80\x99s magic trick shows how you can avoid leaks.\n\nWhether you work for the Trump Administration or not, I hope you enjoy this week\xe2\x80\x99s #MagicMonday. https://t.co/DScONPK0Ta'",MagicMonday,9,2018.0,D
226676,27,b'Great news \xe2\x80\x93 @POTUS signed our #FilAmVets Congressional Gold Medal bill into law today https://t.co/Z5vz5SGLWT @TulsiPress',FilAmVets,8,2016.0,D
375261,1091,"b'Wonderful to meet with #Kuwaitis who studied in the US and @StateDept #ExchangeAlumni. For both our countries, academic and professional exchanges create bonds between future leaders in government, business, and other sectors. #EducationUSA https://t.co/zpwoXFEDt6'",Kuwaitis ExchangeAlumni EducationUSA,230,2019.0,R
198912,4,b'Thanks to Brandon from @IowaSleep for stopping by my DC office today! #IA03 https://t.co/Cz7HgOORvI',IA03,1,2016.0,R
70334,0,"b'Visiting TECT in Utica to learn more about this great local company.  I\'ll also announce my ""HARVEST"" Jobs Plan for Upstate. #NY24 #jobs'",NY24 jobs,1,2011.0,R
301264,1478,b'50 years ago today #Apollo11 showed us how a great nation achieves great things. \n\nMy hope is #Apollo11at50 will inspire us to strive for greatness both in the heavens and here on earth. https://t.co/GQJZttVAoP',Apollo11 Apollo11at50,299,2019.0,R
335369,4,"b'Enjoyed meeting with Glenville Mayor, Denny Fitzpatrick, to discuss how we can work together. I admire his hard work and service to #WV! https://t.co/6dyKnpx3Zh'",WV,3,2017.0,R
557063,18,"b'This #WomensHistoryMonth we celebrate the countless contributions that women make to all facets of our society including the arts, athletics, science, math, entertainment, business, technology, military service, and politics.'",WomensHistoryMonth,7,2019.0,D
527423,0,"b""Great turnout for the #Thanksgiving party @SelfhelpNY's Clearview #Senior Center in #Bayside. http://t.co/9XGChGbYSD""",Thanksgiving Senior Bayside,3,2014.0,D
99328,87,"b'I stand with @NARAL in opposing Judge Kavanaugh\xe2\x80\x99s nomination to #SCOTUS. With women\xe2\x80\x99s health care rights on the line, I continue to urge Senators on both sides of the aisle to come together and reject his nomination. #CommitToRoe #StopKavanaugh'",SCOTUS CommitToRoe StopKavanaugh,18,2018.0,D
101301,18,b'Proud to receive the @NFIB Guardian of Small Business Award! #NJ03 https://t.co/D4ikdWkMdx',NJ03,8,2016.0,R
221357,1,b'Video of my floor speech earlier today in support of #HR724 to end outdated paperwork mandate on small businesses: https://t.co/wt2fia1heR',HR724,1,2014.0,R
35205,225,b'@OversightDems passed my #DCstatehood bill in February and sent it to the House floor. We have the votes to pass the bill this year in the House for the first time ever (4/4) https://t.co/UCCid1jUGK',DCstatehood,66,2020.0,D
374544,116,"b'Today and everyday, we must stand in solidarity with all members of the #LGBTQ community. #LGBTQ rights are human rights, and there is no place for violence and discrimination against this community in our society. #IDAHOTB #IDAHOT2018 #IDAHOTB2018 https://t.co/4QDHgWH4N9'",LGBTQ LGBTQ IDAHOTB IDAHOT2018 IDAHOTB2018,46,2018.0,D
323308,1,"b'Speaking of Pepperidge Farm, my 3-year-old son Duncan loves their Goldfish snacks. But do they beat out their Milano cookies? #sugarreform'",sugarreform,1,2013.0,R
240266,175,b'President Trump needs to fix the crisis that he created &amp; each and every child needs to be accounted for and returned to their parents immediately. #FamiliesBelongTogether https://t.co/NrvWlTAF10',FamiliesBelongTogether,66,2018.0,D
19790,12,"b'Experts say the United States needs 2.1 million daily #COVID19 tests \xe2\x80\x93 that\xe2\x80\x99s three times what we have now. Additionally, we\xe2\x80\x99ve faced PPE shortages for months, but the president refuses to take action. He must use the full power of the Defense Production Act immediately.'",COVID19,4,2020.0,D
578465,30,"b'Since May, 8 million Americans have fallen into poverty.\n\nSince May, @senatemajldr has been blocking the #HeroesAct \xe2\x80\x93 a desperately needed legislation to bring relief to the American people from the coronavirus pandemic and this deep economic recession.\n\nhttps://t.co/aTNhUkHTqL'",HeroesAct,28,,D
111907,126,"b'Today in the @HouseScience Committee every witness, including the one invited by Republican members, agreed that we need an international climate treaty. #ParisAgreement #ClimateChange https://t.co/E2VLWmUVLK'",ParisAgreement ClimateChange,43,2019.0,D
312824,0,"b""RT @NancyPelosi: Let's be clear: Neil Gorsuch is no supporter of women's health care. We can't let up the pressure to #ProtectOurCare.""",ProtectOurCare,1652,2017.0,D
121205,8,"b""It's Inauguration Day in #Arizona! Congratulations to all of our statewide elected officials for being sworn in today. #AZInaugural https://t.co/e05ASDPIJM""",Arizona AZInaugural,1,2019.0,R
514499,14,"b""My Q/A from today's @HouseJudiciary hearing on #IRS commissioner impeachment https://t.co/SOCtj4umvH via @YouTube""",IRS,11,2016.0,R
21716,0,"b""I'm cosponsoring @RepKevinBrady's Freedom to Invest Act to lower tax barriers & encourage American investment: http://t.co/qnq9l8W4 #TX24""",TX24,2,2011.0,R
522928,0,"b""In case you missed Rep. Lynch's interview last night on #Broadside with @jimbraude, you can watch it here: http://t.co/naDQIx5VMd""",Broadside,2,2014.0,D
296725,4,b'Join us Thursday in Warrenville for a community discussion on the importance of apprenticeship and training programs for America\xe2\x80\x99s future economy. https://t.co/RYshgC8PXa #IL11',IL11,5,2018.0,D
172232,24,b'#Vets who suffer from PTSD need our support. Proud to cosponsor bipartisan #Fairness4Vets https://t.co/yMgNXi9CBH https://t.co/CHj6a0vZzf',Vets Fairness4Vets,19,2016.0,D
582263,0,"b'#MayIs4Troops: In March 1885, Aaron Anderson became the first of 87 African Americans to receive the #MedalofHonor.'",MayIs4Troops MedalofHonor,1,2012.0,R
336210,4,"b""I spoke this week with #SacramentoCounty Superintendent of Schools @SuptDaveGordon. \n\nI'm thankful to all the local educators and families for their tireless efforts in ensuring our students continue to receive a safe and high-quality education amid #COVID19.""",SacramentoCounty COVID19,1,,D
553070,8,"b'That\xe2\x80\x99s why I\xe2\x80\x99m a proud cosponsor of the #PaycheckFairnessAct, which will give more tools to women to fight pay discrimination.'",PaycheckFairnessAct,4,2019.0,D
58249,1,b'.@SF_LLaBonde Be sure to get some great pictures: http://t.co/9LilFOSHfi #RoadLessTraveledUtah',RoadLessTraveledUtah,3,2014.0,R
227535,33,"b""It's a joy to have fellow #RedRaiders working with us in Congress! Thank you to all of our @TexasTech interns, you have a lot to be proud of! https://t.co/jV5JXCqYI7""",RedRaiders,5,2019.0,R
230772,0,"b""Office Hours in #Easton is just getting started. If you were unable to attend this morning's event, stay tuned for news on future OHs.""",Easton,0,2011.0,R
143889,31,"b'Judge Walker has demonstrated time &amp; again that he does not observe the important American principles of church-state separation. He is unfit to serve on the US Court of Appeals, so I led fellow #Freethought members in urging the Sen Judiciary Committee to reject his nomination. https://t.co/H8yNAC93gq'",Freethought,11,2020.0,D
73978,0,b'#Top10 reasons for #KeystoneXL 7: #KXL is needed infrastructure-more congestion and accidents occurring trying to move all the crude by rail',Top10 KeystoneXL KXL,5,2014.0,R
277483,0,"b""RT @startupsUSAorg: The R&amp;D Tax Credit bill is important legislation that will significantly enhance innovative #startups' access to the ta\xe2\x80\xa6""",startups,3,2019.0,D
316379,10,"b'Happy Birthday, @GirlScouts! Thank you, especially to @gsgms, for all you do to improve our communities. #BecauseofGirlScouts https://t.co/DnRk0l6xXS'",BecauseofGirlScouts,2,2020.0,R
316473,252,"b'Congrats to new #FutureForum chair @RepStephMurphy &amp; vice-chairs @RepJimmyGomez, @DelgadoforNY19, &amp; @Abby4Iowa! I founded this group to give young people the voice they deserve in Washington. Now with 50 members, we\xe2\x80\x99ll keep on fighting for a brighter future for all.'",FutureForum,47,2018.0,D
198012,19,"b'Today the Senate passed the FY18 #NDAA, ensuring our servicemembers have the resources they need to protect themselves &amp; our country (1/2)'",NDAA,6,2017.0,R
406913,0,b'If you missed my visit today #4Jobs w/ @DavisandEmmer on KTLK_FM you can listen to the podcast here (Our chat @ 18:35): http://t.co/YUFTH8I',4Jobs,1,2011.0,R
92129,423,b'Another problem with #Trumpcare. It would undercut funding to Virginia communities combatting the opioid abuse epidemic https://t.co/5WGnUU0riR',Trumpcare,182,2017.0,D
137098,0,b'Have u been to Molly Brown House? Home of #Colorado legend stands today as museum of old #Denver #WomensHistoryMonth http://t.co/bFLJAjDpsv',Colorado Denver WomensHistoryMonth,2,2014.0,R
133848,8,b'#99countymeetings tour of AMPI +Q&amp;A w 28ppl in Sanborn issues:Margin protection program FarmBill immigration WOTUS wind energy dairyindustry',99countymeetings,1,2016.0,R
514145,0,b'Engagement w/our allies in the critical Asia Pacific region is essential to countering a rising China threatening our interest #TPA4USJOBS',TPA4USJOBS,2,2015.0,R
220583,15,"b'Thank you, @realDonaldTrump for delivering for the great State of #Alabama during these unprecedented times! #AL03 https://t.co/9TCo6TU5aW'",Alabama AL03,3,2020.0,R
226739,0,"b""RT @telegramdotcom: Sorting through memories of '99 #Worcester Cold Storage fire https://t.co/ieuqCRqD0L @georgebarnestg @WorcesterFD #Neve\xe2\x80\xa6""",Worcester,2,2017.0,D
72035,0,b'Please click here to read my joint statement w/ @Randy_Forbes on AF military #religiousfreedom changes http://t.co/Al05bfxL1j',religiousfreedom,1,2014.0,R
17985,9,"b""Just voted to block President Obama's executive action on #immigration. Details here: http://t.co/y5QyDyeCuT""",immigration,9,2015.0,R
75,504,"b'Thank you to everyone from Pennsylvania and across the United States who has traveled to DC to attend today\xe2\x80\x99s #MarchForLife. Every human life is a sacred gift from God, and we must continue our fight to protect the rights of the unborn. #WhyWeMarch https://t.co/lfdYotZsuh'",MarchForLife WhyWeMarch,86,2019.0,R
527476,42,b'Today\xe2\x80\x99s @HouseJudiciary #impeachment hearings &amp; @HouseIntel #ImpeachmentReport will prove what we already know: @realDonaldTrump betrayed his oath of office. He undermined our electoral system and will continue to do so as long as he is at the White House. https://t.co/HVDOmaoTkj https://t.co/i2tXQmOSpV',impeachment ImpeachmentReport,17,2019.0,D
465321,1,b'Thank you veterans of the Virgin Islands for your service and contributions to not only our community but to our democracy. #VeteransDay',VeteransDay,0,2015.0,D
82305,81,"b'@POTUS There is no question that a secure, stable, and sovereign #Afghanistan remains in the national security interests of the U.S.'",Afghanistan,29,2017.0,R
573300,41,b'Thank you President @realDonaldTrump for coming to the Carolinas today to meet with those who were affected by #HurricaneFlorence. https://t.co/ymigpTsrKW',HurricaneFlorence,16,2018.0,R
455177,1,b'Sitting down with @COXMG\xe2\x80\x99s team in #OH10 to talk news of the day and update them on what\xe2\x80\x99s happening in Washington. @whiotv @WHIORadio @daytondailynews https://t.co/Uz2m653wti',OH10,2,2018.0,R
497065,33,"b'While we will never agree on every issue, it is time for our nation to come together and recognize the bond we share as Americans. #SOTU'",SOTU,9,2018.0,R
91240,8,b'Is it really a surprise to anyone that the #GOPTaxScam was designed to enrich Wall Street at the expense of working families?\nhttps://t.co/x3D6MPCj7t',GOPTaxScam,7,2018.0,D
295157,8,b'\xf0\x9f\x9a\xa8HEADS UP\xf0\x9f\x9a\xa8Tomorrow at 3 pm PST I\xe2\x80\x99ll be hosting a #COVID19 Facebook Live event with @BoulderCityNev Mayor Kiernan McManus. We\xe2\x80\x99ll be answering questions on the pandemic\xe2\x80\x99s impact on southern Nevada and resources available to all Nevadans. More info\xf0\x9f\x91\x87\nhttps://t.co/e85pgdwvr8',COVID19,10,2020.0,D
128925,0,b'.@SenatorHarkin: A must-read excerpt from new Michael Lewis book #flashboys. http://t.co/3F1vj1vHtC The fix? Our transaction tax proposal.',flashboys,1,2014.0,D
